,Phone number,Fax,Email,Website,Address,locality,administrative_area_level_2,administrative_area_level_1,country,relation_number
206,034 86 89 58,034 86 89 56,,,souk oufella centre,Souk Oufella,Chemini,Bejaia,Algeria,4069543
207,034 15 10 27,034 15 10 25,,,taskeriout,Taskriout,Darguina,Bejaia,Algeria,4112874
208,034 14 11 62,034 14 11 62,,,tibane centre,Tibane,Chemini,Bejaia,Algeria,4069542
209,034 15 30 39,034 15 30 33,,,tala hamza centre,Tala Hamza,Tichy,Bejaia,Algeria,4112949
210,034 25 61 50 /034 25 62 83,034 25 61 30,,,barbacha centre,Barbacha,Barbacha,Bejaia,Algeria,4112945
211,034 27 51 17,034 27 51 58,,,village souk essebt cp 06027,Beni K'Sila,Adekar,Bejaia,Algeria,4067904
212,034 33 27 36 /034 33 27 39,034 33 27 42,,,ifri-ouzelaguen,Ouzellaguen,Ifri Ouzellaguene,Bejaia,Algeria,4069556
213,034 32 61 03 /034 32 61 04,034 32 61 02,,,bouhamza centre,Bouhamza,Seddouk,Bejaia,Algeria,4069950
214,034 31 01 18,034 31 03 36,,,beni mellikeche,Beni Mellikeche,Tazmalt,Bejaia,Algeria,2170758
215,034 86 03 04,034 86 03 01,,,SIDI-AICH,Sidi-Aich,Sidi Aich,Bejaia,Algeria,4069476
216,034 82 20 22 /034 82 20 19,034 82 20 17,,,place des martyres el kseur,El Kseur,El Kseur,Bejaia,Algeria,4067937
217,034 15 63 13,034 15 63 11,,,melbou centre,Melbou,Souk El Tenine,Bejaia,Algeria,4112877
218,034 29 52 91,034 29 52 45,,,akfadou centre,Akfadou,Chemini,Bejaia,Algeria,4069527
219,034 26 70 07,034 26 70 08,,,LEFLAYE,Leflaye,Sidi Aich,Bejaia,Algeria,4069493
220,034 18 51 27 /034 18 51 29,034 38 05 89,,,kherrata centre,Kherrata,Kherrata,Bejaia,Algeria,4112854
221,034 39 53 03,034 39 53 20,,,draa el gaid el berzakh,Draa El Kaid,Kherrata,Bejaia,Algeria,4112846
222,034 15 13 59,034 15 13 60,,,tamridjet,Tamridjet,Souk El Tenine,Bejaia,Algeria,1283404
223,034 39 00 02,034 39 00 32,,,ait smail,Ait-Smail,Darguina,Bejaia,Algeria,4112875
224,034 37 22 13,034 37 21 14,,,boukhelifa centre,Boukhelifa,Tichy,Bejaia,Algeria,4112950
225,034 37 31 04 /034 37 31 09,034 37 31 01,,,tizi n'berber centre,Tizi-N'Berber,Aokas,Bejaia,Algeria,4112960
226,034 32 03 11 /034 32 03 07,034 32 03 11,,,place du moudjahid commandant feddal ahmed,Beni Maouche,Beni Maouche,Bejaia,Algeria,4070138
227,034 17 91 68 /034 17 91 67,034 17 91 34,,,oued ghir centre,Oued Ghir,Bejaia,Bejaia,Algeria,4067884
228,034 36 14 93 /034 36 14 94,034 36 14 92,,,boudjellil centre,Boudjellil,Tazmalt,Bejaia,Algeria,4069763
229,033.53.08.42,033.62.41.55,contacte@apcbiskra.com,,RUE OKBA IBN NAFAA BISKRA,Biskra,Biskra,Biskra,Algeria,4120759
230,"033,62,85,47","033,62,85,47",communeoumeche@gmail.com,,CITE COLONEL MOHAMED CHAABANI,Oumache,Ourlal,Biskra,Algeria,4120782
231,033.62.71.18/19,033.62.75.00,mail.branis@yahoo.fr,,rue ben aissa elsaid branis,Branis,Djemorah,Biskra,Algeria,4120762
232,033501436/033501437,033501437/033501486,apc.chetma@gmail .com,,cité 1er  houari boumediane,Chetma,Sidi Okba,Biskra,Algeria,4120763
233,033.76.01.02/033-76-01-02,033.76.00.30/033-76-13-99,,,Rue 1 er Novembre ouled djellal,Ouled Djellal,Ouled Djellal,Biskra,Algeria,4120750
234,033-56-81-09,033-56-81-08,apcraselmiad@gmail.com,,APC RAS EL  MIAD,Ras El Miad,Sidi Khaled,Biskra,Algeria,4120784
235,033-67-51-80,033-67-52-38,besbesapcbis@gmail.com /  apc besbes@outlook.com,,APC BESBES,Besbes,Sidi Khaled,Biskra,Algeria,4120758
236,033-66-80-50/033-66-80-49,033-66-80-50/033-66-80-49,communesidikhaled1958@gmail.com,,1 er novembre 54,Sidi Khaled,Sidi Khaled,Biskra,Algeria,4120785
237,033-58-65-12,033-56-61-87,doucen0709@gmail.com,,cité satha - DOUCEN,Doucen,Ouled Djellal,Biskra,Algeria,4120766
238,033.56.31.40,033-56-81-08,apc.ouleddjellal@gmail.com /,,Rue selikh amar-chaiba,Chaiba,Ouled Djellal,Biskra,Algeria,4120764
239,33643114,33643117,apc.sidiokba@gmail.com,,Rue khattab abdelhafidh,Sidi Okba,Sidi Okba,Biskra,Algeria,4120786
240,033 62 12 10 ,   033 62 15 40,commune.mchouneche@gmail.com,,cite   miouri,M'Chouneche,Mechouneche,Biskra,Algeria,4120777
241,33644209,33644172,commune.elhaouch@gmail.com,,cité 1er november,El Haouch,Sidi Okba,Biskra,Algeria,4120770
242,33643114,33643117,apc_ainnaga@gmail.com,,la rue principale la route nationale 83,Ain Naga,Sidi Okba,Biskra,Algeria,4120756
243,033-64-15-05,033-64-15-29,apczeribeteloued@gmail.com,,rue saad mohammed-siège commune  zeribet el oued,Zeribet El Oued,Zeribet El Oued,Biskra,Algeria,4120788
244,033-63-41-01,033-63-41-75,apczeribeteloued@gmail.com,,rue righi hamza-siège commune elfeidh,El Feidh,Zeribet El Oued,Biskra,Algeria,4120767
245,033.63.21.26/10,033.63.21.09/033.63.11.71,com07elkantara@gmail.com,,cité 05 juillet 1962 Elkantara,El Kantara,El Kantara,Biskra,Algeria,4120771
246,033.69.03.84/83,033.69.02.02/033.69.03.83,ainzaatoutapc@gmail.com/,,Cité 10 Juillet 1957 Ain Zaatout,Ain Zaatout,El Kantara,Biskra,Algeria,4120757
247,033.62.91.48,033.62.91.05,apc0719@gmail.com,,cité Toumi senouci,El Outaya,El Outaya,Biskra,Algeria,4120772
248,033.62.52.01,  033.62.52.01,apc.djemorah@gmail.com,,rue 26 novembre djemourah,Djemorah,Djemorah,Biskra,Algeria,4120765
249,033.78.79.01,033.78.75.98,to0721lga@hotmail.com,,BVD CI EL HAWASSE,Tolga,Tolga,Biskra,Algeria,4120787
250,033.59.31.80,033.59.31.81,apclioua@gmail.com,,RUE 1er Novembre,Lioua,Ourlal,Biskra,Algeria,4120776
251,033.57.51.71,033.57.52.88,to0721lga@hotmail.com,,REU 01  NONEMBER,Lichana,Tolga,Biskra,Algeria,4120775
252,033.57.05.26,033.57.02.90,apcourlal@gmail.com,,RUE  BELWAFI JABAALAH OURLAL,Ourlal,Ourlal,Biskra,Algeria,4120783
253,033.57.62.01,033.57.61.01,mlili0725apc@gmail.com                ,,CITE 18 FEVRIE,M'Lili,Ourlal,Biskra,Algeria,4120778
254,33580152,033580150 / 033580199,apc.fough@gmail.com,,Rue 1er Novembre,Foughala,Foughala,Biskra,Algeria,4120773
255,033.57.21.92 ,"033.57.22,05",apc.b.b.azzouz@gmail.com,,REU LARBI BEN MHIDI,Bordj Ben Azzouz,Tolga,Biskra,Algeria,4120760
256,033-63-01-04,033-63-01-42,mziraa.commune@gmail.com,,mziraa centre-siège commune mziraa,Meziraa,Zeribet El Oued,Biskra,Algeria,4120779
257,"033,57,32,37","033,57,31,32",bouchagroun0729@gmail.com,,BVD  EL AMIR ABED ELKADER,Bouchagroune,Tolga,Biskra,Algeria,4120761
258,033-58-92-93,033-58-91-31,apcmekhadma@gmail.com,,siège APC mekhadma,Mekhadma,Ourlal,Biskra,Algeria,4120780
259,033582300  / 033582202,033582015 / 033582400,apcelghrous@gmail.com,,Rue Salem  Mezghiche,El Ghrous,Foughala,Biskra,Algeria,4120768
260,033:62:41:54,033.62.41.93,el-hadjebapc0732@gmail.com,,RUE 1 ER NOVEMBRE BISKRA,El Hadjeb,Biskra,Biskra,Algeria,4120769
261,033-63-52-37,033-63-52-42,apckhangasidinadji@gmail.com,,rue belgacem boughdiri-siège commune khanguet sidi nadji,Khenguet Sidi Nadji,Zeribet El Oued,Biskra,Algeria,4120774
262,049-80-12-19,049-80-10-62,apcbechar@gmail.com,https//www.facebook.com,PLACETTE 1ER NOV BECHAR,Bechar,Bechar,Bechar,Algeria,6530988
263,049-25-91-29,049-25-93-93,,,ERG FERRADJ,Erg-Ferradj,Abadla,Bechar,Algeria,6530992
264,049-82-71-08,049-82-71-09,,,,Ouled-Khodeir,Ouled Khodeir,Bechar,Algeria,6531001
265,049-24-41-31,049-24-48-21,communemeridja@gmail.com,,PLACETTE 1ER NOV MERIDJA,Meridja,Kenadsa,Bechar,Algeria,6530999
266,049-29-20-05,049-29-20-04,communetimoudi@yahoo.com,,NOUVEAU CITE COMMUNE DE TIMOUDI,Timoudi,Kerzaz,Bechar,Algeria,6531004
267,049-26-51-02,049-26-51-64,,,,Lahmar,Lahmar,Bechar,Algeria,6530997
268,049-28-53-10,049-28-46-00,,,,Beni-Abbes,Beni Abbes,Bechar,Algeria,6530989
269,049-29-51-15,049-29-51-16,apcbeniikhlef@gmail.com,,BENIIKHLEF,Beni-Ikhlef,Kerzaz,Bechar,Algeria,6530986
270,049-25-21-18,049-25-82-49,orgarnhb@hotmailcom,,MACHRA HOUARI BOUMEDIENE,Mechraa Houari Boumediene,Abadla,Bechar,Algeria,6530998
271,049-24-25-25,049-24-25-00,commune-kenadsa@yahoo.fr,COMMUNE-KENADSA.DZ,HAY IBN BADIS KENADSA,Kenadsa,Kenadsa,Bechar,Algeria,6530994
272,049-28-11-46,049-28-13-99,comigli@yahoo.com,,CITE MOUDJAHID SEGUIR A RAHMAN,Igli,Igli,Bechar,Algeria,6530993
273,049-27-08-52,049-27-09-19,com-tabelbala0812@hotmail.fr,,RUE MARTYR ABDERAHMEN TERBOUCHE,Tabelbala,Tabelbala,Bechar,Algeria,6530809
274,049-25-32-78,049-25-33-59,,,,Taghit,Taghit,Bechar,Algeria,6531002
275,049-28-01-74,049-28-01-85,,,,El Ouata,El Ouata,Bechar,Algeria,6530991
276,049-26-59-08-,049-26-54-06,,,,Boukais,Lahmar,Bechar,Algeria,6530987
277,049-26-61-05,049-26-61-63,,,,Mogheul,Lahmar,Bechar,Algeria,6531000
278,049-25-63-20,049-25-66-28,mohammedilham@gmailcom,,ABADLA,Abadla,Abadla,Bechar,Algeria,6530985
279,049-29-88-38,049-29-88-37,apckerzaz0880@gmailcom,,COMMUNE DE KERZAZ WILAYA BECHAR,Kerzaz,Kerzaz,Bechar,Algeria,6530995
280,049-29-02-16,049-29-02-17,,,,Ksabi,Ouled Khodeir,Bechar,Algeria,6530996
281,049-28-07-45,049-28-07-44,,,,Tamtert,Beni Abbes,Bechar,Algeria,6531003
282,049-84-23-13,049-84-22-96,apcbeniounif@gmail.com,,rue commanent feradj,Beni-Ounif,Beni Ounif,Bechar,Algeria,6530990
283,025212026/025210027/    025210028/025210029, 025 21 00 30/025 21 87 99,,,,Blida,Blida,Blida,Algeria,3823201
284, 025 48 68 94, 025 48 68 92,secretairegenerale.apcchebli@gmail.com,,Rue Kerrouche Aissa Chebli,Chebli,Bouinan,Blida,Algeria,3827714
285, 025 39 42 01, 025 39 45 19,,,Place des martyrs Bouinan,Bouinan,Bouinan,Blida,Algeria,3827717
286, 025 42 19 90, 025 42 14 08,,,,Oued El Alleug,Oued El Alleug,Blida,Algeria,3825025
287, 025 36 44 45, 025 36 44 45,,,,Ouled Yaich,Ouled Yaich,Blida,Algeria,3825582
288, 025 31 91 33/025 31 91 34, 025 31 91 34,chrea0906@gmail.com,,Place Moussa Kalouaz Chrea,Chrea,Ouled Yaich,Blida,Algeria,2621789
289, 025 38 60 27/025 38 64 22,025 38 70 51,apc.elaffroun@outlook.fr,,01 rue Rachache Mohamed,El-Affroun,El Affroun,Blida,Algeria,2614958
290, 025 37 96 24/025 37 96 25, 025 37 96 23,,,,Chiffa,Mouzaia,Blida,Algeria,2621615
291, 025 33 28 18, 025 33 28 11,,,,Hammam Melouane,Bougara,Blida,Algeria,2621816
292, 025 47 01 01, 025 47 02 85,,,,Benkhelil,Oued El Alleug,Blida,Algeria,3823981
293, 025 48 91 68, 025 48 91 70,,,,Soumaa,Boufarik,Blida,Algeria,3827610
294, 025 37 81 81/025 37 81 82, 025 44 63 29,,,,Mouzaia,Mouzaia,Blida,Algeria,2617049
295, 025 45 91 74, 025 45 91 68,,,Cité Sohane centre Sohane,Souhane,Larbaa,Blida,Algeria,3830116
296, 025 45 42 57, 025 45 59 84,,,Rue fecudre Ahmed,Meftah,Meftah,Blida,Algeria,1299236
297, 025 33 33 05, 025 33 34 51,,,,Ouled Slama,Bougara,Blida,Algeria,3828802
298, 025 47 19 04/025 47 19 08/025 47 19 10,025471905/025472839,communeboufarik@gmail.com,www.commune-boufarik.com,Rue place des martyres boufarik,Boufarik,Boufarik,Blida,Algeria,3823980
299, 025 34 10 18, 025 34 10 16/025 34 10 19,,,Place des martyrs Larbaa,Larbaa,Larbaa,Blida,Algeria,1299237
300, 025 37 01 65/025 37 05 47, 025 37 01 66,apcoueddjer@gmail.com,,02 rue Ben Djaafar Abd El Kader,Oued  Djer,El Affroun,Blida,Algeria,2614832
301, 025 27 76 80, 025 27 76 79,,,,Beni-Tamou,Oued El Alleug,Blida,Algeria,3825351
302, 025 22 29 85, 025 22 29 82/025 22 29 87,,,,Bouarfa,Blida,Blida,Algeria,2621697
303, 025 42 02 98, 025 42 03 55,,,,Beni Mered,Ouled Yaich,Blida,Algeria,3825648
304, 025 25 11 65, 025 25 11 64,,,,Bougara,Bougara,Blida,Algeria,2623687
305, 025 48 07 91, 025 48 07 93,,,,Guerrouaou,Boufarik,Blida,Algeria,3827421
306, 025 24 18 02, 025 24 18 04,,,,Ain Romana,Mouzaia,Blida,Algeria,2620528
307, 025 45 02 29, 025 45 02 29,,,Djbabra centre,Djebabra,Meftah,Blida,Algeria,1299267
308,026 73 01 90,026 73 01 81,,,RUE GHARBI GUEMRAOUI APC DE BOUIRA,Bouira,Bouira,Bouira,Algeria,3416774
309,026 84 64 43 / 84 64 41,026 84 64 43,,,SIEGE APC EL ESNAM,El Asnam,Bechloul,Bouira,Algeria,3414084
310,026 71 10 01 / 71 10 06,026 71 10 35,,,SIEGE APC GUERROUMA CENTRE,Guerrouma,Lakhdaria,Bouira,Algeria,3443260
311,026 88 32 29,026 88 32 29,,,SIEGE APC SOUK EL KHEMIS,Souk El Khemis,Souk El Khemis,Bouira,Algeria,3435106
312,026 71 01 10 / 71 09 09,026 71 01 39,,,SIEGE APC KADIRIA,Kadiria,Kadiria,Bouira,Algeria,3459499
313,026 78 11 58 / 78 11 59 ,026 78 11 59,,,SIEGE APC HANIF,Ahnif,M'Chedallah,Bouira,Algeria,3390920
314,026  96 03 41 ,026 96 01 26,,,SIEGE APC DIRAH,Dirrah,Sour El Ghozlane,Bouira,Algeria,3202071
315,026 84 22 18,026 84 22 19,,,VILLAGE BEZZIT APC D'AIT LAAZIZ,Ait Laaziz,Bouira,Bouira,Algeria,3416156
316,026 83 63 17 / 83 63 14,026 83 63 14,,,SIEGE APC TAGHZOUT,Taghzout,Haizer,Bouira,Algeria,3414766
317,026 88 41 09 / 88 43 19,026 88 41 09,,,SIEGE APC RAOURAOUA,Raouraoua,Bir Ghbalou,Bouira,Algeria,3279505
318,026 75 51 81 / 75 51 86,026 7551 86,,,SIEGE APC MEZDOUR,Mezdour,Bordj Okhriss,Bouira,Algeria,3201914
319,026 94 03 27 / 94 03 45,026 94 03 44,,,SIEGE APC HAIZER,Haizer,Haizer,Bouira,Algeria,3414631
320,026 90 10 11 /90 47 61,026 90 10 61,,,RUE SI LAKHDHAR N°5 APC LAKHDARIA,Lakhdaria,Lakhdaria,Bouira,Algeria,3827782
321,026 70 63 73 /70 63 76,026 70 63 73,,,VILLAGE EL HAMAM APC MAALA,Maala,Lakhdaria,Bouira,Algeria,3445352
322,026 87 13 92 / 87 13 90,026 87 13 91,,,SIEGE APC EL HACHIMIA,El Hachimia,El Hachimia,Bouira,Algeria,3403218
323,026 70 81 63 / 70 80 83,026 70 80 86,,,SIEGE APC AOMAR,Aomar,Kadiria,Bouira,Algeria,3422623
324,026 79 92 68 / 79 91 59,026  79 91 58,,,SIEGE APC CHORFA,Chorfa,M'Chedallah,Bouira,Algeria,3397401
325,026 75 12 40 / 75 12 43,026 75 12 43,,,SIEGE APC BORDJ OKHRIS,Bordj Okhriss,Bordj Okhriss,Bouira,Algeria,3399110
326,026 84 75 42 / 84 76 19,026 84 75 42,,,SIEGE APC EL ADJIBA,El Adjiba,Bechloul,Bouira,Algeria,3412721
327,026 86 51 60,026 86 51 90,,,SIEGE APC EL HAKIMIA,El Hakimia,Sour El Ghozlane,Bouira,Algeria,3400553
328,026 88 51 08 / 88 51 04,026 88 51 04,,,SIEGE APC KHABOUZIA,El Khabouzia,Bir Ghbalou,Bouira,Algeria,3302416
329,026 84 02 20 / 84 02 33,026 84 02 20,,,SIEGE APC AHL EL KSAR CENTRE,Ahl El Ksar,Bechloul,Bouira,Algeria,3403768
330,026 70 50 24 / 70 50 27,026 70 50 26,,,VILLAGE OULED CHALABI APC BOUDERBALA,Bouderbala,Lakhdaria,Bouira,Algeria,3445431
331,026 70 72 04 / 70 72 03,026 70 72 03,,,VILLAGE ZOUABRIA APC Z'BARBAR,Z'Barbar,Lakhdaria,Bouira,Algeria,3441846
332,026 83 51 30 / 83 55 85,026 83 55 85,,,SIEGE APC AIN EL HADJAR,Ain El Hadjar,Ain Bessem,Bouira,Algeria,3420998
333,026 70 22 57 / 70 24 64,026 70 22 60,,,RUE RABAH DERMOUCHE APC DJEBAHIA,Djebahia,Kadiria,Bouira,Algeria,3423129
334,026 79 69 22 / 79 69 24,02679 69 26,,,SIEGE APC AGHBALOU,Aghbalou,M'Chedallah,Bouira,Algeria,3397589
335,026 75 18 18 / 75 17 76,026 75 17 76,,,SIEGE APC TAGUEDITE,Taguedit,Bordj Okhriss,Bouira,Algeria,2971955
336,026 83 21 29,026 83 21 28,,,SIEGE APC AIN TURK CENTRE,Ain Turk,Bouira,Bouira,Algeria,3421330
337,026 79 81 50 / 79 80 73,026 79 81 51,,,SIEGE APC SAHARIDJ,Saharidj,M'Chedallah,Bouira,Algeria,3397675
338,026 75 00 03,026 75 00 01,,,SIEGE APC DECHMIA,Dechmia,Sour El Ghozlane,Bouira,Algeria,3279197
339,026 75 31 01,026 75 31 02,,,SIEGE APC RIDANE,Ridane,Sour El Ghozlane,Bouira,Algeria,3279012
340,026 84 51 34 / 84 51 33,026 84 51 32,,,SIEGE APC BECHLOUL,Bechloul,Bechloul,Bouira,Algeria,3413543
341,026 70 08 03  ,026 70 08 01,,,SIEGE APC BOUKRAM KADIR,Boukram,Lakhdaria,Bouira,Algeria,3443670
342,026 87 42 40 / 87 42 39,026 87 42 43,,,SIEGE APC AIN BESSEM,Ain-Bessem,Ain Bessem,Bouira,Algeria,3303478
343,026 88 03 15,026 88 03 26,,,SIEGE APC BIRGHBALOU,Bir Ghbalou,Bir Ghbalou,Bouira,Algeria,3297140
344,026 79 41 63 / 79 40 74,026 79 52 84,,,SIEGE APC M'CHEDALLAH,M’Chedallah,M'Chedallah,Bouira,Algeria,3398694
345,026 75 68 41 / 75 68 45,026 75 66 68,,,RUE M'HAMED ABDOUNE APC SOUR EL GHOZLANE,Sour El Ghozlane,Sour El Ghozlane,Bouira,Algeria,3303641
346,026 76 22 36,026 76 22 35,,,SIEGE APC EL MAAMORA CENTRE,Maamora,Sour El Ghozlane,Bouira,Algeria,3278688
347,026  84 70 85 / 84 70 84,026 84 70 85,,,SIEGE APC OULED RACHED,Ouled Rached,Bechloul,Bouira,Algeria,3398839
348,026  88 63 91 / 88 64 12,026 88 64 12,,,SIEGE APC AIN LALOUI,Ain Laloui,Ain Bessem,Bouira,Algeria,3420252
349,026 80 51 06 / 80 52 58,026 80 52 58,,,SIEGE APC HADJERA ZERGA,Hadjera Zerga,Bordj Okhriss,Bouira,Algeria,3202034
350,026 79 15 10 / 79 15 09,026 79 15 13,,,SIEGE APC ATH MANSOUR,Ath Mansour,M'Chedallah,Bouira,Algeria,3390977
351,026 88 33 05 / 88 38 95,026 88 38 05,,,SIEGE APC EL MOKRANI,El-Mokrani,Souk El Khemis,Bouira,Algeria,3435135
352,026 87 31 99 / 87 32 04,026 87 31 98,,,SIEGE APC OUED EL BERDI,Oued El Berdi,El Hachimia,Bouira,Algeria,3403611
353,029 31 24 97,029 31 29 28,,,Rue du 1er Novembre -Tamanrasset,Tamanrasset,Tamanrasset,Tamanrasset,Algeria,4175374
354,029 39 02 87/029 39 02 03,029 39 02 87/029 39 02 03,apc.abalessa@gmail.com,,Cité Administrative-Abelsa,Abalessa,Silet,Tamanrasset,Algeria,4175367
355,029 36 94 01,029 36 94 04,,,Cité Kasre Jdid - In Ghar,In ghar,In Ghar,Tamanrasset,Algeria,4175371
356,029 35 43 36,029 35 43 36,,,Cité 1er novembre - Ain Guezzam,Ain Guezzam,In Guezzam,Tamanrasset,Algeria,4175372
357,029 35 21 03/029 35 21 04,029 35 21 03/029 35 21 04,,,Centre ville - Ideles,Idles,Tazrouk,Tamanrasset,Algeria,4175369
358,029 39 51 45 /029 39 51 53,029 39 51 45 /029 39 51 53 ,communetazrouk@gmail.com,,Centre ville -  Tazouk,Tazrouk,Tazrouk,Tamanrasset,Algeria,4175375
359,029 35 71 04,029 35 71 04,,,Quartier ELWiam -Tine Zaouatine,Tin Zouatine,Tin Zouatine,Tamanrasset,Algeria,4175381
360,029 36 53 44,029 36 55 35 ,commune-insalah@gmail.com,,Centre ville - In Salah,Ain Salah,In Salah,Tamanrasset,Algeria,4175373
361,029 39 94 94,029 39 92 15,,,Rue Amriouad Adouf - Ain Amguel,In Amguel,Tamanrasset,Tamanrasset,Algeria,4175370
362,029 36 71 09,029 36 73 73 ,apc.fz1985@gmail.com,,Cité 05 Juillet-  Foggaret Ezzoua,Foggaret Ezzaouia,In Salah,Tamanrasset,Algeria,4175368
363,037.56.27.12/11,037.56.24.23,apc_tebessa@wilaya-tebessa.dz,,centre ville Tebessa,Tebessa,Tebessa,Tebessa,Algeria,2814580
364,037.44.61.61/60.10,037.44.89.99,apc_birelater@wilaya-tebessa.dz,,cité haouari boumediene,Bir-El-Ater,Bir El Ater,Tebessa,Algeria,6618831
365,037.62.42.06/40.44,037.62.40.41,apc_cheria@wilaya-tebessa.dz,,cité nouvelle Cheria,Cheria,Cheria,Tebessa,Algeria,6618834
366,037.48.17.52,037.48.17.52,apc_stahguentis@wilaya-tebessa.dz,,siége APC Stah Guntis,Stah Guentis,El Ogla,Tebessa,Algeria,6618851
367,037.45.21.85,037.45.22.63,apc_elaouinet@wilaya-tebessa.dz,,centre ville el Aouinet,El-Aouinet,El Aouinet,Tebessa,Algeria,6618835
368,037.52.01.88,037.52.01.87,apc_elhouidjbet@wilaya-tebessa.dz,,Siége APC  el houdjbet,El-Houidjbet,El Malabiod,Tebessa,Algeria,6618836
369,037.64.41.81,037.64.42.74,apc_safsaf@wilaya-tebessa.dz,,Siége APC saf saf el ouessra,Safsaf El Ouesra,Oum Ali,Tebessa,Algeria,6618850
370,037.52.13.11/35,037.64.11.11,apc_elhammamet@wilaya-tebessa.dz,,cité el amir abd el kader el hammamat,Hammamet,Bir Mokadem,Tebessa,Algeria,6618844
371,037.64.21.40,037.64.21.61,apc_negrine@wilaya-tebessa.dz,,novelle cité Negrine,Negrine,Negrine,Tebessa,Algeria,6618846
372,037.62.81.86/83.82,037.62.81.85,apc_birmokaddem@wilaya-tebessa.dz,,cité 18 fevrier bir mokadem,Bir Mokkadem,Bir Mokadem,Tebessa,Algeria,6618830
373,037.52.30.95,037.52.30.90/91,apc_elkouif@wilaya-tebessa.dz,,centre ville  El kouif,El Kouif,El Kouif,Tebessa,Algeria,6618837
374,037.65.73.58,037.65.71.14,apc_morsott@wilaya-tebessa.dz,,cité ben badis Morsoott,Morsott,Morsott,Tebessa,Algeria,6618845
375,037.67.01.01,037.62.04.87,apc_elogla@wilaya-tebessa.dz,,cite 20 Aout el Ogla,El Ogla,El Ogla,Tebessa,Algeria,6618841
376,037.53.21.45,037.53.21.99,apc_birdheb@wilaya-tebessa.dz,,siége APC Bir Dheb,Bir Dheheb,Morsott,Tebessa,Algeria,6618829
377,037.48.22.47,037.48.22.47,apc_eloglamalha@wilaya-tebessa.dz,,foum Matleg el Ogla el Malha,El Ogla El Malha,Bir El Ater,Tebessa,Algeria,6618847
378,037.61.01.03,037.61.01.44,apc_gourigueur@wilaya-tebessa.dz,,El satha Guorriguer,Guorriguer,Bir Mokadem,Tebessa,Algeria,6618843
379,037.40.81.90,037.40.84.45,apc_bekkaria@wilaya-tebessa.dz,,cité la poste bekkaria,Bekkaria,El Kouif,Tebessa,Algeria,6618828
380,037.45.71.03,037.45.17.03,apc_boukhadra@wilaya-tebessa.dz,,cité nori sassi Boukhadra,Boukhadra,El Aouinet,Tebessa,Algeria,6618832
381,037.62.80.93,037.62.80.94,apc_elouenza@wilaya-tebessa.dz,,cité ben badis Ouenza,Ouenza,Ouenza,Tebessa,Algeria,6618848
382,037.52.52.10,037.52.54.29,apc_elmalabiod@wilaya-tebessa.dz,,cité marzougi salah el malabiod,El Ma labiodh,El Ma labiodh,Tebessa,Algeria,6618838
383,037.64.01.58/03.47,037.64.02.63,apc_oumali@wilaya-tebessa.dz,,cité Nacer oum Ali,Oum Ali,Oum Ali,Tebessa,Algeria,6618849
384,037.62.71.25,037.62.71.25,apc_thlidjen@wilaya-tebessa.dz,,Apc thylidhen,Tlidjene,Cheria,Tebessa,Algeria,6618852
385,037.67.32.00,037.67.32.01,apc_ainzerga@wilaya-tebessa.dz,,siége APC Ain Zarga,Ain Zerga,Ouenza,Tebessa,Algeria,6618826
386,037.45.01.28,037.45.01.29,apc_elmeridj@wilaya-tebessa.dz,,route el ouenza El Meridj,El Meridj,Ouenza,Tebessa,Algeria,6618839
387,037.59.81.34,037.59.81.58,apc_boulhefdyr@wilaya-tebessa.dz,,route N°16 boulhaf dyr,Boulhaf Dir,El Kouif,Tebessa,Algeria,6618833
388,037.43.22.37/21.95,037.43.22.36,apc_bedjen@wilaya-tebessa.dz,,cité nacer Bedjen,Bedjene,El Ogla,Tebessa,Algeria,6618827
389,037.62.52.19,037.62.51.82,apc_elmezera@wilaya-tebessa.dz,,cité 10+20 logements,El Mezeraa,El Ogla,Tebessa,Algeria,6618840
390,037.64.11.31,037.64.11.31,apc_ferkane@wilaya-tebessa.dz,,novelle citéFerkane,Ferkane,Negrine,Tebessa,Algeria,6618842
391,043 56 40 90/043 56 43 72/043 56 40 58,043 56 43 73/043 56 11 94,mairie.tlemcen@gmail.com/mairie13000@gmail.com,,BD DERRAR ABD RAHMEN KIFAN TLEMCEN,Tlemcen,Tlemcen,Tlemcen,Algeria,4291172
392,043 58 01 87/043 58 01 02,043 58 06 58/01/02,,,BENI-MESTER,Beni Mester,Mansourah,Tlemcen,Algeria,5265113
393,043 58 49 70,043 58 49 71,apcaintellout.13@gmail.com,,HAI CHAHID BENMILOUDI MOHAMED COMMUNE AIN TELLOUT,Ain Tallout,Ain Tallout,Tlemcen,Algeria,6666550
394,043 43 70 72/74,043 43 70 75,apcremchi@outlook.com,,RUEMAHMED MADEGHRI,Remchi,Remchi,Tlemcen,Algeria,6666575
395,043 57 21 11/13/57/23/12/56,043 57 21 13,elfehoul1305@gmail.com,,RUEM01 NOVEMBRE,El Fehoul,Remchi,Tlemcen,Algeria,6666563
396,043 33 11 42,043 53 17 18,sabra_apc@yahoo.com,,Boulevard Emir Abdelkader,Sabra,Sabra,Tlemcen,Algeria,6666576
397,043 46 70 20/24,043 46 70 25,apcghazaouet@yahoo.com,,BD Sayah Missoum-Ghazaouet,Ghazaouet,Ghazaouet,Tlemcen,Algeria,6666565
